Age,Years at address,Employment status,Country,Current debt,Income,Own home,CCJs,Loan amount,Outcome
53,29,Self Employed,UK,2630,43000,Own,1,20314,Defaulted
26,8,Self Employed,UK,1700,35500,Own,1,4347,Paid
74,40,Self Employed,UK,2320,50500,Mortgage,2,34375,Defaulted
30,4,Employed,UK,3630,18000,Rent,0,12513,Defaulted
49,17,Self Employed,UK,9810,27500,Mortgage,0,14005,Defaulted
63,6,Employed,UK,110,46500,Own,2,41485,Paid
87,6,Employed,UK,740,32000,Own,0,4384,Paid
59,18,Unemployed,UK,3420,37000,Own,0,36825,Defaulted
75,12,Unemployed,UK,4560,21000,Own,1,8726,Paid
71,38,Self Employed,UK,1660,51000,Own,0,50099,Paid
46,11,Unemployed,UK,7310,38500,Own,0,11225,Paid
44,22,Unemployed,UK,1230,39000,Own,0,11204,Paid
70,50,Employed,UK,1280,31000,Mortgage,0,6432,Paid
83,53,Unemployed,UK,9780,9000,Own,2,8351,Defaulted
33,8,Self Employed,UK,850,52000,Mortgage,0,152,Defaulted
39,3,Unemployed,UK,6490,40500,Mortgage,1,6793,Paid
72,27,Self Employed,UK,0,45500,Mortgage,3,26704,Defaulted
29,1,Unemployed,UK,2860,44500,Mortgage,3,35453,Defaulted
79,21,Self Employed,UK,740,52500,Rent,0,30452,Paid
72,13,Unemployed,UK,2640,35000,Mortgage,2,20278,Defaulted
29,11,Employed,UK,1230,41500,Mortgage,3,1515,Defaulted
78,56,Self Employed,UK,70,53000,Mortgage,1,8145,Paid
20,1,Self Employed,UK,0,20000,Own,0,14659,Paid
47,17,Self Employed,UK,710,33000,Own,1,30153,Paid
88,24,Self Employed,UK,2390,25000,Own,2,15286,Defaulted
21,2,Self Employed,UK,1210,45500,Rent,1,4196,Paid
22,1,Self Employed,UK,0,54000,Mortgage,0,32097,Paid
82,2,Self Employed,UK,330,31500,Own,3,11183,Defaulted
80,37,Unemployed,UK,3830,16000,Own,0,1785,Paid
38,14,Employed,UK,2690,54000,Own,0,45634,Paid
56,1,Self Employed,UK,7820,30000,Own,2,15450,Defaulted
68,9,Unemployed,UK,9460,32500,Mortgage,2,12945,Defaulted
82,18,Employed,UK,320,18500,Mortgage,0,3519,Paid
18,1,Unemployed,UK,90,40000,Mortgage,0,37003,Defaulted
35,10,Unemployed,UK,4140,40000,Rent,1,25144,Paid
42,2,Unemployed,UK,1940,49000,Own,0,34231,Paid
41,2,Self Employed,UK,2380,38000,Own,2,11769,Defaulted
82,45,Self Employed,UK,2510,38500,Rent,3,14592,Defaulted
70,11,Self Employed,UK,3850,31500,Mortgage,0,8931,Defaulted
50,4,Self Employed,UK,3160,36500,Own,1,22473,Paid
78,58,Unemployed,UK,830,31500,Own,3,30069,Defaulted
76,5,Self Employed,UK,4180,37500,Own,1,23225,Paid
70,42,Self Employed,UK,6590,31000,Mortgage,0,15605,Paid
43,10,Self Employed,UK,3330,21000,Own,0,7461,Paid
57,22,Self Employed,UK,6550,54500,Own,0,520,Paid
67,45,Self Employed,UK,830,24000,Own,0,16783,Paid
87,34,Unemployed,UK,4500,44000,Own,0,7086,Paid
37,9,Unemployed,UK,6320,46500,Own,2,26609,Defaulted
45,11,Unemployed,UK,0,38000,Rent,1,26773,Paid
28,11,Self Employed,UK,9130,42500,Rent,0,33214,Paid
40,12,Unemployed,UK,4260,47000,Mortgage,1,88,Paid
46,21,Unemployed,UK,660,41000,Mortgage,0,3197,Paid
52,31,Self Employed,UK,1610,52500,Rent,1,35593,Paid
26,7,Self Employed,UK,4060,25000,Own,2,10139,Defaulted
36,15,Unemployed,UK,120,39000,Rent,1,3377,Paid
88,17,Employed,UK,490,38500,Mortgage,3,31280,Defaulted
20,2,Unemployed,UK,40,46000,Mortgage,3,11651,Defaulted
23,6,Unemployed,UK,1970,53000,Own,1,20987,Paid
55,19,Self Employed,UK,200,44000,Mortgage,0,775,Paid
73,7,Employed,UK,550,36500,Mortgage,2,9288,Defaulted
62,32,Self Employed,UK,1400,33500,Own,2,22320,Paid
45,11,Unemployed,UK,710,52500,Own,0,33605,Paid
63,39,Employed,UK,110,11000,Mortgage,3,6309,Defaulted
56,6,Unemployed,UK,2130,51000,Own,0,34435,Paid
86,43,Employed,UK,1470,43000,Own,1,8641,Paid
85,10,Self Employed,UK,6950,40000,Own,0,26381,Paid
17,1,Self Employed,UK,1070,49500,Mortgage,1,42585,Paid
64,40,Self Employed,UK,5680,26500,Own,2,6566,Defaulted
89,47,Unemployed,UK,1870,30000,Own,3,11875,Defaulted
83,59,Employed,UK,3450,35500,Mortgage,1,26539,Defaulted
21,4,Self Employed,UK,1550,32000,Mortgage,0,26127,Defaulted
80,37,Self Employed,UK,2120,41500,Mortgage,0,22657,Paid
61,9,Employed,UK,130,25000,Mortgage,1,10269,Defaulted
57,23,Unemployed,UK,30,42000,Mortgage,0,13920,Paid
64,5,Self Employed,UK,5420,41000,Mortgage,0,14592,Defaulted
25,5,Self Employed,UK,9310,27500,Mortgage,0,5958,Defaulted
89,71,Employed,UK,3270,25000,Own,0,21370,Paid
84,22,Self Employed,UK,9900,44000,Mortgage,1,21907,Defaulted
43,18,Self Employed,UK,8490,33000,Mortgage,0,2158,Defaulted
22,5,Unemployed,UK,2200,52500,Own,3,47835,Paid
46,23,Self Employed,UK,0,43500,Own,0,23021,Paid
71,37,Employed,UK,5700,36000,Mortgage,0,9637,Paid
37,5,Employed,UK,6650,46500,Own,3,33842,Paid
81,22,Unemployed,UK,140,14500,Own,0,13391,Paid
69,10,Unemployed,UK,7370,45000,Own,0,19960,Paid
28,4,Employed,UK,8660,13000,Own,1,8651,Defaulted
25,6,Unemployed,UK,570,40000,Mortgage,0,10403,Paid
70,48,Employed,UK,4190,48000,Mortgage,2,27908,Defaulted
25,1,Employed,UK,450,21500,Own,3,16330,Defaulted
65,32,Self Employed,UK,2580,35000,Mortgage,2,19045,Defaulted
24,1,Unemployed,UK,110,38500,Own,1,36221,Paid
41,8,Unemployed,UK,300,17500,Own,1,5686,Paid
40,19,Self Employed,UK,1860,38000,Own,0,37832,Paid
55,27,Self Employed,UK,3290,51500,Own,0,47067,Paid
17,1,Self Employed,UK,4040,51500,Own,0,13477,Paid
38,18,Self Employed,UK,4730,54500,Mortgage,1,15053,Defaulted
67,49,Self Employed,UK,7350,39000,Own,0,24718,Paid
18,1,Self Employed,UK,1450,40000,Own,0,2428,Paid
58,3,Unemployed,UK,1490,35000,Rent,0,23890,Defaulted
49,22,Self Employed,UK,5150,37000,Mortgage,0,32243,Paid
64,47,Employed,UK,10,46000,Rent,1,19792,Paid
52,14,Employed,UK,4840,32000,Own,2,3358,Paid
33,2,Self Employed,UK,8390,25500,Own,2,22685,Paid
38,4,Self Employed,UK,1010,21000,Own,0,19366,Defaulted
55,21,Self Employed,UK,480,30000,Own,0,6515,Paid
75,25,Unemployed,UK,7740,32000,Own,0,9551,Defaulted
53,18,Self Employed,UK,50,32000,Own,0,17547,Paid
50,22,Employed,UK,940,54500,Mortgage,1,15719,Paid
75,46,Unemployed,UK,4970,23500,Mortgage,0,10320,Paid
43,7,Unemployed,UK,9430,27000,Own,0,9393,Defaulted
17,1,Employed,UK,0,54500,Mortgage,0,38853,Defaulted
59,4,Unemployed,UK,1210,35500,Own,0,29639,Paid
89,5,Self Employed,UK,1180,41000,Own,1,34693,Paid
40,3,Unemployed,UK,10,36000,Own,2,9543,Defaulted
81,57,Self Employed,UK,2020,33500,Mortgage,0,15408,Paid
36,17,Employed,UK,0,6500,Own,0,3069,Paid
26,8,Self Employed,UK,410,50500,Own,0,240,Paid
76,52,Employed,UK,310,49000,Own,3,18115,Paid
76,59,Self Employed,UK,5160,10000,Own,1,7829,Paid
29,4,Self Employed,UK,2180,42000,Mortgage,0,35945,Paid
29,6,Unemployed,UK,3980,44000,Own,2,35891,Defaulted
50,1,Self Employed,UK,3760,10000,Own,2,4063,Defaulted
85,50,Self Employed,UK,9580,37500,Own,0,27079,Paid
42,19,Self Employed,UK,9260,18000,Own,0,17846,Paid
78,48,Self Employed,UK,2170,45000,Own,1,13887,Paid
46,9,Self Employed,UK,4470,9000,Mortgage,0,2508,Paid
84,36,Self Employed,UK,300,13000,Own,0,8114,Paid
54,14,Unemployed,UK,50,40500,Own,1,31086,Paid
62,14,Unemployed,UK,1200,28500,Rent,0,10357,Paid
62,9,Self Employed,UK,3650,37000,Own,1,2700,Paid
65,15,Self Employed,UK,1640,44500,Own,3,19317,Defaulted
60,25,Self Employed,UK,2750,32000,Mortgage,0,31577,Paid
36,14,Self Employed,UK,2100,49000,Rent,0,42154,Paid
27,4,Self Employed,UK,2800,30500,Mortgage,1,28950,Paid
48,16,Employed,UK,20,27500,Mortgage,0,10290,Defaulted
74,37,Self Employed,UK,3200,51500,Own,0,21803,Defaulted
17,1,Unemployed,UK,9970,17000,Rent,0,4124,Defaulted
67,29,Employed,UK,10,22500,Own,0,6250,Paid
40,16,Self Employed,UK,6330,39500,Mortgage,1,27593,Paid
36,3,Self Employed,UK,9300,50500,Mortgage,0,46760,Defaulted
82,27,Self Employed,UK,7970,50000,Mortgage,0,44149,Paid
58,18,Unemployed,UK,4890,29000,Mortgage,2,22643,Defaulted
29,3,Self Employed,UK,7120,33500,Own,3,17113,Defaulted
71,36,Self Employed,UK,280,30000,Own,0,14000,Paid
37,5,Self Employed,UK,140,29500,Own,0,21765,Paid
88,18,Self Employed,UK,600,25000,Own,1,20245,Paid
17,1,Unemployed,UK,1130,36000,Mortgage,1,21240,Paid
21,3,Self Employed,UK,5270,37000,Mortgage,1,32165,Paid
29,10,Unemployed,UK,7510,52000,Own,1,24605,Paid
33,11,Self Employed,UK,780,48500,Own,3,34367,Defaulted
25,2,Employed,UK,8370,22000,Own,2,15288,Defaulted
63,12,Self Employed,UK,860,23500,Own,1,4520,Defaulted
54,27,Self Employed,UK,170,49500,Mortgage,2,7555,Defaulted
89,54,Self Employed,UK,9800,51000,Rent,1,12184,Defaulted
74,33,Unemployed,UK,800,40000,Rent,0,12062,Defaulted
51,7,Unemployed,UK,620,45500,Own,0,18304,Paid
89,4,Employed,UK,2900,35500,Own,0,25988,Paid
68,44,Employed,UK,6840,50500,Mortgage,0,36479,Paid
43,13,Self Employed,UK,8620,48000,Own,2,2564,Defaulted
19,1,Employed,UK,6830,18500,Mortgage,3,8565,Defaulted
85,11,Employed,UK,360,44000,Own,3,41264,Paid
54,12,Unemployed,UK,7620,47500,Mortgage,2,17592,Defaulted
33,13,Unemployed,UK,800,44500,Own,0,14848,Defaulted
59,10,Unemployed,UK,4330,46000,Own,3,16507,Paid
76,1,Unemployed,UK,0,36500,Own,2,4484,Defaulted
20,3,Unemployed,UK,500,27000,Mortgage,0,23555,Defaulted
33,8,Employed,UK,6500,51500,Mortgage,0,22706,Paid
84,28,Employed,UK,6320,51500,Mortgage,1,27893,Paid
86,13,Unemployed,UK,4660,21000,Own,3,8853,Defaulted
82,40,Self Employed,UK,450,30500,Rent,1,261,Paid
35,12,Self Employed,UK,20,46000,Own,0,8176,Paid
61,10,Self Employed,UK,1520,47000,Own,0,27229,Paid
87,25,Self Employed,UK,4630,38500,Own,0,11270,Paid
67,36,Self Employed,UK,140,17500,Rent,0,10647,Paid
72,39,Unemployed,UK,520,24000,Mortgage,0,13680,Paid
18,1,Self Employed,UK,9920,46000,Own,1,26102,Defaulted
26,6,Unemployed,UK,150,18500,Mortgage,3,3156,Defaulted
59,26,Unemployed,UK,1930,50000,Rent,3,43519,Defaulted
51,4,Employed,UK,3750,35500,Mortgage,2,10246,Defaulted
85,25,Unemployed,UK,0,34000,Own,2,13,Defaulted
41,14,Employed,UK,5060,33500,Mortgage,0,19432,Paid
67,7,Self Employed,UK,0,45000,Mortgage,0,23286,Paid
67,31,Self Employed,UK,8980,15000,Own,2,10802,Paid
38,11,Self Employed,UK,1600,30500,Own,0,27399,Paid
40,6,Self Employed,UK,2730,15500,Own,1,1017,Paid
43,13,Self Employed,UK,3460,43000,Own,3,35297,Defaulted
50,15,Self Employed,UK,410,46000,Rent,0,5593,Paid
85,40,Unemployed,UK,7800,11000,Own,3,6675,Defaulted
79,15,Employed,UK,510,53000,Rent,0,51791,Paid
30,4,Self Employed,UK,6560,50500,Own,3,17001,Defaulted
87,29,Employed,UK,180,52500,Mortgage,2,26495,Paid
88,32,Self Employed,UK,9190,54500,Rent,2,15536,Defaulted
79,3,Self Employed,UK,3150,46500,Own,2,42953,Defaulted
85,3,Self Employed,UK,7850,54000,Own,0,4678,Paid
86,45,Unemployed,UK,2950,41000,Own,2,13466,Defaulted
85,56,Self Employed,UK,2160,45500,Own,1,4963,Paid
27,4,Self Employed,UK,760,38500,Own,0,16417,Paid
81,18,Unemployed,UK,1100,53000,Own,3,2664,Defaulted
86,69,Unemployed,UK,3110,45500,Own,2,44375,Defaulted
82,28,Unemployed,UK,80,36500,Mortgage,2,32850,Defaulted
30,13,Self Employed,UK,1550,37000,Mortgage,1,3883,Paid
73,54,Self Employed,UK,7370,33500,Own,2,7992,Defaulted
65,6,Employed,UK,0,52500,Own,0,26948,Paid
34,1,Employed,UK,140,37000,Own,0,22947,Paid
19,1,Employed,UK,1670,44500,Own,0,35609,Defaulted
84,24,Self Employed,UK,530,53000,Rent,0,34513,Paid
65,1,Self Employed,UK,8790,51500,Mortgage,0,23697,Defaulted
43,26,Unemployed,UK,90,48000,Own,0,12595,Defaulted
65,31,Self Employed,UK,0,53500,Rent,1,33423,Paid
24,2,Self Employed,UK,2180,47000,Mortgage,2,27726,Defaulted
63,14,Unemployed,UK,1390,50500,Own,0,47406,Paid
70,8,Self Employed,UK,1860,40500,Mortgage,0,5687,Paid
78,26,Self Employed,UK,3200,49000,Mortgage,1,35472,Paid
61,9,Employed,UK,120,48500,Own,1,34253,Paid
68,9,Self Employed,UK,3500,40500,Own,0,37606,Defaulted
75,19,Self Employed,UK,5350,51000,Mortgage,0,37038,Paid
79,18,Employed,UK,5400,48500,Own,2,45280,Paid
29,3,Self Employed,UK,610,45500,Rent,3,37046,Defaulted
65,5,Self Employed,UK,6400,33000,Own,1,7552,Paid
20,2,Unemployed,UK,9270,34000,Mortgage,3,6876,Paid
51,9,Unemployed,UK,180,51500,Own,1,50942,Paid
34,10,Unemployed,UK,3990,50500,Own,0,3921,Paid
55,34,Employed,UK,1350,30500,Rent,1,23500,Paid
23,3,Unemployed,UK,1170,46500,Rent,2,22548,Defaulted
17,1,Self Employed,UK,60,50000,Rent,0,39968,Paid
34,10,Self Employed,UK,6280,54000,Own,3,49548,Defaulted
53,17,Self Employed,UK,1600,28500,Mortgage,2,20544,Defaulted
53,8,Self Employed,UK,5580,49000,Mortgage,2,46720,Paid
71,38,Unemployed,UK,7770,22500,Own,0,1015,Paid
45,1,Self Employed,UK,1060,48500,Rent,3,38750,Defaulted
70,38,Self Employed,UK,1150,49500,Own,1,41700,Paid
49,24,Employed,UK,2360,38500,Own,2,24808,Paid
19,1,Self Employed,UK,4220,46000,Own,0,31795,Paid
84,33,Self Employed,UK,1140,50000,Mortgage,1,22787,Paid
33,12,Unemployed,UK,2200,22000,Own,0,3711,Defaulted
74,19,Self Employed,UK,6790,52500,Own,2,8272,Defaulted
64,19,Unemployed,UK,90,27500,Own,0,25013,Paid
65,26,Self Employed,UK,3490,39500,Own,1,38376,Paid
21,3,Unemployed,UK,290,45000,Own,2,24088,Paid
26,9,Self Employed,UK,1110,51500,Mortgage,3,50674,Defaulted
24,5,Employed,UK,6740,49000,Mortgage,0,45681,Paid
34,12,Self Employed,UK,50,13500,Own,3,4724,Defaulted
53,3,Self Employed,UK,3340,51500,Rent,0,14188,Defaulted
62,30,Unemployed,UK,1920,49500,Own,2,13204,Paid
33,3,Self Employed,UK,3450,43500,Own,1,7302,Paid
43,4,Self Employed,UK,400,47000,Rent,1,32559,Paid
72,17,Employed,UK,420,46000,Own,3,40713,Defaulted
35,2,Self Employed,UK,4180,46500,Own,3,10313,Defaulted
60,13,Unemployed,UK,0,49500,Mortgage,3,38253,Defaulted
41,24,Unemployed,UK,4880,34500,Own,0,8103,Paid
67,40,Self Employed,UK,6420,53000,Rent,0,16488,Defaulted
47,21,Unemployed,UK,6870,25000,Own,1,18762,Paid
50,9,Self Employed,UK,3070,33500,Own,1,1902,Paid
51,31,Self Employed,UK,2130,51500,Rent,0,7982,Paid
48,27,Unemployed,UK,580,51500,Own,2,41731,Defaulted
47,28,Self Employed,UK,190,42000,Own,1,29089,Paid
55,9,Employed,UK,5670,50500,Own,3,37067,Paid
66,24,Self Employed,Spain,1050,17500,Own,0,10548,Paid
45,11,Employed,UK,5000,25500,Mortgage,0,17716,Paid
35,14,Self Employed,UK,1680,51500,Own,3,49573,Defaulted
80,23,Unemployed,UK,9380,22500,Mortgage,0,9153,Defaulted
67,22,Self Employed,UK,3380,42000,Mortgage,3,20579,Defaulted
62,29,Self Employed,UK,7220,28500,Mortgage,2,21831,Defaulted
21,2,Self Employed,UK,4170,46500,Own,3,18042,Defaulted
18,1,Self Employed,UK,1220,42000,Own,2,18156,Defaulted
26,6,Unemployed,UK,8840,44000,Own,1,6163,Paid
42,15,Unemployed,UK,4650,34000,Mortgage,0,5093,Paid
53,15,Self Employed,UK,1930,22500,Mortgage,1,13663,Defaulted
44,5,Self Employed,UK,180,39000,Own,2,30337,Defaulted
23,4,Self Employed,UK,20,51500,Mortgage,1,9058,Paid
45,26,Employed,UK,7470,26500,Mortgage,3,21833,Paid
19,2,Unemployed,UK,690,49500,Own,1,1649,Paid
51,17,Unemployed,UK,7960,50500,Rent,0,42272,Paid
65,28,Unemployed,UK,9610,39500,Own,1,20110,Defaulted
37,11,Self Employed,UK,30,54000,Mortgage,2,51371,Defaulted
88,46,Unemployed,UK,3570,44000,Own,0,26509,Paid
41,18,Self Employed,UK,7790,17000,Own,1,12932,Paid
61,37,Self Employed,UK,7810,30500,Mortgage,3,21353,Defaulted
21,2,Employed,UK,8790,39500,Own,2,31362,Defaulted
76,24,Employed,UK,2560,28000,Own,1,1568,Paid
53,19,Employed,UK,5510,37500,Mortgage,3,28769,Defaulted
39,1,Unemployed,UK,900,47000,Mortgage,0,41652,Defaulted
56,14,Self Employed,UK,8200,33500,Own,0,3685,Defaulted
18,1,Self Employed,UK,5530,21000,Own,1,18929,Paid
60,8,Self Employed,UK,1080,29000,Own,2,1410,Defaulted
52,26,Self Employed,UK,770,22000,Own,3,18839,Defaulted
47,28,Self Employed,UK,5140,43500,Own,2,3454,Defaulted
70,11,Self Employed,UK,3010,50000,Own,3,39821,Defaulted
89,11,Unemployed,UK,780,44000,Mortgage,0,3786,Defaulted
25,2,Self Employed,UK,50,54000,Mortgage,0,12982,Defaulted
85,25,Self Employed,UK,1100,46000,Own,2,37818,Paid
74,7,Self Employed,UK,1200,40500,Own,1,1060,Defaulted
75,13,Self Employed,UK,10,35000,Own,0,19495,Paid
44,24,Self Employed,UK,840,43500,Mortgage,2,5852,Defaulted
23,1,Unemployed,UK,9050,53000,Own,1,34778,Defaulted
46,16,Employed,UK,1390,20000,Mortgage,1,2634,Defaulted
88,27,Employed,UK,900,52500,Mortgage,2,30196,Defaulted
23,1,Self Employed,UK,6030,34000,Rent,2,30656,Defaulted
21,4,Employed,UK,20,23000,Mortgage,3,3175,Defaulted
30,9,Self Employed,UK,400,41500,Rent,1,24659,Paid
55,3,Self Employed,UK,90,51500,Own,1,31238,Paid
68,5,Self Employed,UK,2130,34000,Mortgage,3,32574,Defaulted
86,46,Unemployed,UK,710,41000,Own,0,29337,Paid
55,38,Self Employed,UK,2700,19500,Rent,0,15746,Paid
39,14,Unemployed,UK,7290,48500,Own,0,29702,Defaulted
79,33,Employed,UK,6580,54000,Own,2,10046,Paid
73,43,Self Employed,UK,50,19500,Own,2,6967,Paid
84,43,Unemployed,UK,1780,54500,Mortgage,2,42320,Defaulted
67,40,Self Employed,UK,30,52500,Own,2,30851,Defaulted
56,4,Unemployed,UK,9090,54500,Mortgage,1,19033,Defaulted
88,36,Unemployed,UK,1090,24000,Own,1,16357,Paid
23,2,Self Employed,UK,2880,23500,Own,1,7247,Defaulted
52,33,Unemployed,UK,2330,21500,Rent,0,11176,Paid
85,55,Unemployed,UK,340,37500,Rent,0,6544,Paid
51,3,Self Employed,UK,5320,54500,Own,0,1713,Paid
53,11,Self Employed,UK,1580,35000,Own,3,30225,Paid
35,6,Self Employed,UK,9520,50000,Own,0,11088,Paid
29,8,Self Employed,UK,780,41000,Own,1,35581,Paid
63,13,Employed,UK,7920,28500,Rent,0,13714,Defaulted
65,42,Unemployed,UK,4180,42000,Own,1,27399,Paid
77,35,Self Employed,UK,2430,40500,Mortgage,2,5747,Defaulted
21,1,Employed,UK,9740,34000,Mortgage,3,24598,Defaulted
43,21,Self Employed,UK,4160,31000,Mortgage,0,25035,Paid
32,15,Unemployed,UK,2810,48000,Rent,1,18588,Paid
32,12,Employed,UK,9080,52500,Own,0,51478,Defaulted
23,3,Unemployed,UK,9360,41000,Mortgage,0,36383,Defaulted
35,15,Unemployed,UK,810,49500,Own,0,32457,Paid
23,5,Unemployed,UK,7810,50000,Rent,2,9266,Defaulted
58,3,Self Employed,UK,10,43500,Own,0,28312,Paid
71,30,Self Employed,UK,2600,14000,Mortgage,3,2476,Defaulted
30,1,Employed,UK,2580,32500,Own,2,28553,Paid
67,44,Self Employed,UK,4240,12500,Mortgage,2,1060,Defaulted
46,21,Unemployed,UK,3280,49500,Mortgage,2,37488,Defaulted
70,32,Self Employed,UK,130,29000,Rent,1,23182,Defaulted
42,17,Self Employed,UK,8150,33000,Rent,0,6888,Defaulted
69,46,Self Employed,UK,280,50000,Own,1,28099,Paid
48,5,Self Employed,UK,30,35500,Mortgage,0,11441,Paid
84,45,Unemployed,UK,1210,33500,Mortgage,2,24692,Paid
33,16,Self Employed,UK,50,24000,Rent,0,16860,Paid
61,29,Self Employed,UK,9040,53500,Own,0,21729,Defaulted
77,36,Unemployed,UK,4370,24000,Mortgage,0,2336,Paid
82,36,Self Employed,UK,4590,34500,Own,3,6532,Paid
27,2,Self Employed,UK,9650,35000,Own,1,11692,Defaulted
26,7,Self Employed,UK,6740,42000,Rent,1,3345,Defaulted
61,17,Self Employed,UK,130,43000,Mortgage,0,19661,Paid
43,17,Unemployed,UK,860,49000,Mortgage,0,48225,Paid
45,17,Unemployed,UK,710,20000,Own,0,10162,Paid
74,1,Unemployed,UK,2480,31500,Mortgage,0,1544,Defaulted
50,20,Self Employed,UK,6050,45500,Mortgage,2,22440,Defaulted
63,29,Unemployed,UK,0,35000,Own,2,16928,Defaulted
58,15,Unemployed,UK,2460,18000,Own,3,12017,Defaulted
60,22,Self Employed,UK,1560,36000,Rent,0,10506,Paid
51,12,Unemployed,UK,6690,53000,Own,3,24718,Defaulted
49,28,Self Employed,UK,8740,52000,Own,3,25495,Paid
78,25,Employed,UK,90,53000,Own,2,40136,Paid
29,1,Employed,UK,4540,54000,Mortgage,1,42210,Paid
21,4,Self Employed,UK,4760,39500,Mortgage,2,12731,Defaulted
72,20,Self Employed,UK,870,38000,Mortgage,3,22089,Defaulted
81,10,Employed,UK,7720,52500,Mortgage,0,48071,Defaulted
85,2,Unemployed,UK,70,52000,Own,0,12756,Paid
88,39,Self Employed,UK,5520,40000,Mortgage,3,24379,Defaulted
24,2,Unemployed,UK,30,30000,Own,0,3641,Paid
38,18,Self Employed,UK,7910,23000,Own,1,12611,Paid
41,5,Unemployed,UK,2190,31500,Mortgage,1,19293,Paid
60,15,Unemployed,UK,4330,45500,Mortgage,1,26590,Paid
81,54,Self Employed,UK,8740,40500,Own,0,35287,Defaulted
52,32,Unemployed,UK,3870,46000,Rent,3,38405,Defaulted
83,48,Self Employed,UK,1220,44500,Mortgage,0,27959,Paid
86,24,Unemployed,UK,200,27500,Own,1,17877,Paid
44,7,Self Employed,UK,170,44000,Own,2,23306,Defaulted
83,25,Self Employed,UK,4410,52500,Own,3,33405,Defaulted
34,5,Self Employed,UK,180,35500,Mortgage,0,30484,Paid
82,6,Unemployed,UK,9800,36000,Mortgage,3,7564,Defaulted
26,7,Self Employed,UK,2140,51000,Mortgage,0,48920,Defaulted
25,8,Self Employed,UK,290,44000,Own,1,15679,Paid
41,18,Unemployed,UK,2130,43500,Own,2,2429,Defaulted
37,3,Employed,UK,3520,25500,Own,0,6190,Paid
75,19,Unemployed,UK,3360,21000,Own,0,10325,Defaulted
81,9,Unemployed,UK,1090,26000,Own,0,18497,Paid
27,2,Self Employed,UK,4370,32500,Own,1,9162,Paid
29,8,Unemployed,UK,1450,42500,Rent,1,9049,Paid
59,8,Self Employed,UK,4780,43000,Mortgage,0,15659,Paid
62,40,Self Employed,UK,6290,34500,Own,3,33884,Defaulted
30,11,Unemployed,UK,870,36500,Rent,0,32167,Paid
59,14,Self Employed,UK,1370,35000,Own,0,9079,Paid
72,27,Self Employed,UK,250,45500,Own,0,41591,Paid
49,14,Employed,UK,7000,9000,Own,1,543,Paid
18,1,Employed,UK,2030,45000,Own,0,25693,Defaulted
33,12,Unemployed,UK,1250,38500,Mortgage,0,1621,Paid
83,33,Self Employed,UK,4490,34500,Own,0,29309,Paid
73,38,Unemployed,UK,20,37500,Own,2,31232,Defaulted
58,30,Employed,UK,1910,52500,Rent,0,3732,Paid
62,39,Self Employed,UK,3410,53500,Own,0,40662,Paid
84,16,Employed,UK,880,53000,Mortgage,1,46059,Defaulted
54,24,Self Employed,UK,650,41000,Own,0,17187,Paid
87,70,Unemployed,UK,4550,22000,Own,2,15641,Paid
49,2,Unemployed,UK,2090,42000,Rent,0,38800,Paid
22,5,Self Employed,UK,10,35500,Own,0,8424,Paid
37,15,Employed,UK,1250,29500,Mortgage,0,16722,Paid
77,60,Self Employed,UK,2340,44500,Rent,3,25169,Defaulted
62,27,Self Employed,UK,760,48000,Mortgage,2,2220,Defaulted
40,23,Self Employed,UK,1750,51000,Mortgage,0,15703,Paid
34,9,Self Employed,UK,1030,40500,Own,1,31226,Paid
53,8,Unemployed,UK,8080,41500,Rent,2,26065,Defaulted
30,10,Self Employed,UK,4130,19500,Mortgage,0,5317,Defaulted
37,2,Employed,UK,1300,38000,Rent,0,20750,Defaulted
32,2,Self Employed,UK,4030,52000,Mortgage,3,626,Defaulted
60,1,Self Employed,UK,5540,32000,Rent,0,13428,Paid
29,4,Self Employed,UK,5860,47500,Own,2,25867,Defaulted
69,44,Unemployed,UK,710,53000,Own,1,45109,Paid
24,2,Employed,UK,7440,35000,Own,1,3380,Paid
60,35,Unemployed,UK,1820,40500,Own,3,32197,Paid
62,21,Self Employed,UK,840,41000,Mortgage,0,11865,Paid
68,45,Unemployed,UK,5140,37500,Own,0,23415,Paid
27,7,Employed,UK,0,34500,Mortgage,0,30636,Paid
79,51,Self Employed,UK,6610,51500,Own,1,43510,Paid
68,15,Self Employed,UK,7950,15500,Own,1,8885,Paid
51,24,Self Employed,UK,4010,31000,Mortgage,0,11498,Defaulted
25,5,Self Employed,UK,7920,43000,Own,0,30088,Paid
28,1,Self Employed,UK,460,35500,Mortgage,0,6761,Defaulted
38,3,Employed,UK,5720,52000,Own,1,48093,Defaulted
27,10,Self Employed,UK,6360,32500,Own,1,27062,Paid
72,49,Self Employed,UK,20,29000,Mortgage,0,712,Paid
60,7,Self Employed,UK,7880,48000,Own,1,678,Paid
89,59,Unemployed,UK,1680,36500,Own,3,32371,Paid
22,2,Unemployed,UK,3620,38000,Own,1,10370,Defaulted
37,13,Employed,UK,2420,40500,Own,3,12040,Paid
25,6,Unemployed,UK,0,35500,Mortgage,0,9909,Paid
62,15,Unemployed,UK,5270,48500,Mortgage,0,28092,Paid
21,4,Self Employed,UK,1200,35500,Own,3,29023,Defaulted
52,6,Unemployed,UK,3380,35500,Own,0,24234,Paid
29,12,Self Employed,UK,7650,44000,Mortgage,1,2662,Paid
